ADDRESS;CITY;ENTITY_ID;LATITUDE;LOADER_TYPE;LONGITUDE;NUMBER_OF_CHARGING_POINTS;OPERATING_COMPANY;PLUG_TYPES_1;PLUG_TYPES_2;PLUG_TYPES_3;PLUG_TYPES_4;POWER_1_KW;POWER_2_KW;POWER_3_KW;POWER_4_KW;START_UP_DATE;ZIP_CODE
Lennéstraße 1;Dresden;1002;51.04368;Schnellladeeinrichtung;13.75427;2;Volkswagen Sachsen GmbH, Die Gläserne Manufaktur;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;01.10.16;1069
Antonstraße 24;Dresden;1003;51.064823;Schnellladeeinrichtung;13.739641;2;DREWAG Stadtwerke Dresden GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2, AC Schuko;;;50.0;43.0;0.0;0.0;04.09.17;1097
Wigardstraße 2;Dresden;1004;51.57566;Normalladeeinrichtung;13.4964;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1097
Scharfenberger Straße 66;Dresden;1006;51.072415;Normalladeeinrichtung;13.688326;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1139
Rudolf-Walther-Straße 2;Dresden;1007;51.037086;Normalladeeinrichtung;13.636646;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.10.12;1156
Gompitzer Höhe 2;Dresden;1008;51.040065;Schnellladeeinrichtung;13.631414;2;DREWAG Stadtwerke Dresden GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;22.0;0.0;0.0;25.06.18;1156
Fabrikstraße 5;Dresden;1009;51.041247;Normalladeeinrichtung;13.709192;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1159
Löbtauer Straße 21;Dresden;1010;51.052879;Normalladeeinrichtung;13.71865;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1159
Bayrische Straße 0;Dresden;1011;51.039073;Schnellladeeinrichtung;13.732656;2;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;26.09.18;1169
Dohnaer Str.;Dresden;1012;51.013771;Normalladeeinrichtung;13.773643;2;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;02.12.18;1219
Fiedlerstraße 21a;Dresden;1013;51.054563;Normalladeeinrichtung;13.781678;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;22.10.18;1307
Berthold-Brecht-Allee 22;Dresden;1014;51.041015;Normalladeeinrichtung;13.780581;4;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1309
Hüblerstr.8;Dresden;1015;51.0517908;Normalladeeinrichtung;13.8047302;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;1309
Leonardo-da-Vinci-Straße 0A;Dresden;1016;51.013049;Normalladeeinrichtung;13.864731;2;DREWAG Stadtwerke Dresden GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;28.06.16;1326
Sidonienstraße 1c;Radebeul;1017;51.098846;Normalladeeinrichtung;13.679916;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1445
Schlossallee 2;Moritzburg;1018;51.164053;Normalladeeinrichtung;13.678783;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1468
Schillerstraße 37;Großenhain;1019;51.294624;Schnellladeeinrichtung;13.53385;2;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;22.0;0.0;0.0;19.09.18;1558
Am Bobersberg;Großenhain;1020;51.28819912;Normalladeeinrichtung;13.5400663;2;Danpower-Gruppe;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.08.17;1558
Am Fiebig 3;Thiendorf;1021;51.039026;Schnellladeeinrichtung;13.732736;2;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;17.10.16;1561
Alleestraße 81 y;Riesa;1022;51.320246;Normalladeeinrichtung;13.262848;2;Stadtwerke Riesa GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.12.18;1591
Moritzburger Straße 2;Coswig;1023;51.129769;Normalladeeinrichtung;13.581259;3;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1640
Niederauer Str. 44;Meißen;1024;51.167403;Normalladeeinrichtung;13.500904;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;26.07.11;1662
Im Industriegebiet 1;Nossen;1025;51.082727;Schnellladeeinrichtung;13.274002;2;Allego GmbH;DC Kupplung Combo;AC Kupplung Typ 2;;;53.0;22.0;0.0;0.0;07.04.17;1683
Im Industriegebiet 1;Nossen;1026;51.082727;Schnellladeeinrichtung;13.274002;2;Allego GmbH;DC Kupplung Combo;AC Kupplung Typ 2;;;53.0;22.0;0.0;0.0;07.04.17;1683
Im Industriegebiet 1;Nossen;1027;51.082727;Schnellladeeinrichtung;13.274002;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;07.04.17;1683
Dresdner Tor Nord;Wilsdruff;1028;51.06322;Schnellladeeinrichtung;13.56221;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;13.07.17;1723
Dresdner Tor Süd;Wilsdruff;1029;51.06118;Schnellladeeinrichtung;13.56956;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;04.08.17;1723
Dresdner Straße 26;Tharandt;1030;50.98294;Normalladeeinrichtung;13.588637;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1737
Dresdner Str. 17;Altenberg;1031;50.764811;Normalladeeinrichtung;13.755286;3;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;AC Schuko;;20.0;20.0;3.7;0.0;19.05.16;1773
Dresdner Straße 17;Altenberg;1032;50.764811;Normalladeeinrichtung;13.755286;3;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;AC Schuko;;20.0;22.0;3.7;0.0;22.10.18;1773
Obere Burgstraße 6b;Pirna;1033;50.961326;Normalladeeinrichtung;13.944001;4;Energieversorgung Pirna GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1796
Am Markt 2;Dohna;1034;50.955056;Normalladeeinrichtung;13.857779;2;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;08.12.16;1809
Dresdner Str. 3;Bad;1035;50.918421;Normalladeeinrichtung;14.149496;3;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;AC Schuko;;20.0;22.0;3.7;0.0;06.04.16;1814
Dresdner Straße 3;Bad;1036;50.918452;Normalladeeinrichtung;14.149507;2;ENSO Energie Sachsen Ost AG;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;AC Schuko;;20.0;22.0;3.7;0.0;22.10.18;1814
Elbweg 13;Kurort;1037;50.956012;Normalladeeinrichtung;14.079159;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;1824
Elbufer 5;Stadt;1038;50.956385;Normalladeeinrichtung;14.032453;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;29.11.18;1829
Altmarkt 14;Bischofswerda;1039;51.127646;Normalladeeinrichtung;14.180383;2;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;04.05.17;1877
Markt 2;Kamenz;1040;51.269848;Normalladeeinrichtung;14.095198;2;ewag kamenz Energie und Wasserversorgung AG Kamenz;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.12.17;1917
Schulplatz 5;Kamenz;1041;51.271285;Normalladeeinrichtung;14.094098;2;ewag kamenz Energie und Wasserversorgung AG Kamenz;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.12.17;1917
Macherstraße 55/ Parkplatz Garnisonsplatz;Kamenz;1042;51.282579;Normalladeeinrichtung;14.105646;2;ewag kamenz Energie und Wasserversorgung AG Kamenz;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.12.17;1917
Oberlausitz Nord;Bautzen;1043;51.199484;Schnellladeeinrichtung;14.331987;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;04.05.17;2625
Oberlausitz Süd;Bautzen;1044;51.198549;Schnellladeeinrichtung;14.328689;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;28.07.17;2625
Löbauer Strasse 62;Bautzen;1045;51.177675;Normalladeeinrichtung;14.455208;1;Autohaus Kiethe OHG;AC Steckdose Typ 2;;;;3.7;0.0;0.0;0.0;10.11.16;2625
Muskauer Str. 31;Bautzen;1046;51.18594;Normalladeeinrichtung;14.437878;2;Autohaus Ruffert GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;29.09.18;2625
Niedermarkt 1a;Schirgiswalde-Kirschau;1047;51.077641;Normalladeeinrichtung;14.432227;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;22.10.18;2681
Weststr. 2;Löbau;1048;51.107259;Normalladeeinrichtung;14.655267;2;Autohaus Ruffert GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;29.09.18;2708
Bautzener Str. 2;Neusalza-Spremberg;1049;51.037525;Normalladeeinrichtung;14.530535;4;ENSO Energie Sachsen Ost AG;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;30.06.16;2742
Breite Straße;Zittau;1050;50.8948833;Normalladeeinrichtung;14.80493333;2;Stadtwerke Zittau GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.07.16;2763
Markt 1;Hoyerswerda;1051;51.43887;Normalladeeinrichtung;14.24506;2;Versorgungsbetriebe Hoyerswerda GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.08.18;2977
Lausitzer Platz 1;Hoyerswerda;1052;51.43923;Normalladeeinrichtung;14.2623;2;Versorgungsbetriebe Hoyerswerda GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.08.18;2977
Annahofer Graben 1-3;Kolitz;1053;51.71768;Normalladeeinrichtung;14.28885;2;envia Mitteldeutsche Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.12.14;3099
Georgenstraße 37;Spremberg;1054;51.573321;Normalladeeinrichtung;14.379096;2;Städtische Werke Spremberg (Lausitz) GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;04.08.17;3130
An der Lusatia 23-24;Spremberg;1055;51.55888;Normalladeeinrichtung;14.3584;2;Städtische Werke Spremberg (Lausitz) GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.03.18;3130
Parkplatz Lindenplatz;Forst;1056;51.745573;Normalladeeinrichtung;14.648418;2;Stadtwerke Forst GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;20.0;20.0;0.0;0.0;22.05.17;3149
Wehrinselstraße , Parkplatz Rosengarten;Forst;1057;51.72881;Normalladeeinrichtung;14.66155;2;Stadtwerke Forst GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;20.0;20.0;0.0;0.0;15.11.17;3149
Heinrich-Heine Straße, Parkplatz Kreishaus;Forst;1058;51.750235;Normalladeeinrichtung;14.653206;2;Stadtwerke Forst GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;20.0;20.0;0.0;0.0;15.11.17;3149
Friedrich-Wilke-Platz;Guben;1059;51.95067;Normalladeeinrichtung;14.71415;2;Energieversorgung Guben GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.09.17;3172
Kurt-Schumacher Straße 6;Leipzig;1060;51.344799;Normalladeeinrichtung;12.379215;4;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;11.0;11.0;11.0;11.0;01.06.16;4103
Johannisallee 20;Leipzig;1061;51.332494;Normalladeeinrichtung;12.395254;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4103
Brüderstr. 59;Leipzig;1062;51.33278;Normalladeeinrichtung;12.38621;4;agile accelerator GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;11.09.17;4103
Pfaffendorfer Straße 29;Leipzig;1063;51.348799;Normalladeeinrichtung;12.372033;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4105
Pfaffendorfer Straße 6;Leipzig;1064;51.344578;Normalladeeinrichtung;12.370884;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4105
Nordplatz 3;Leipzig;1065;51.351707;Normalladeeinrichtung;12.373175;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4105
Pfaffendorfer Straße 29;Leipzig;1066;51.348861;Normalladeeinrichtung;12.372073;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4105
Pfaffendorfer Straße 29;Leipzig;1067;51.348832;Normalladeeinrichtung;12.372059;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4105
Pfaffendorfer Straße 29;Leipzig;1068;51.348764;Normalladeeinrichtung;12.372049;1;Stadtwerke Leipzig GmbH;AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4105
Georg Schumann Straße 2;Leipzig;1069;51.357459;Normalladeeinrichtung;12.37707;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4105
Reichsstraße 1;Leipzig;1070;51.340508;Normalladeeinrichtung;12.376691;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.02.16;4105
Theresienstraße 4;Leipzig;1071;51.358949;Normalladeeinrichtung;12.380288;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.10.12;4105
Am Sportforum 2;Leipzig;1072;51.34213;Normalladeeinrichtung;12.353327;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;31.05.14;4105
Nordstraße 25;Leipzig;1073;51.346486;Normalladeeinrichtung;12.375035;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.06.17;4105
Markgrafenstraße 2;Leipzig;1074;51.336691;Normalladeeinrichtung;12.374587;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4107
Peterssteinweg 19;Leipzig;1075;51.332296;Normalladeeinrichtung;12.373996;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4107
Riemannstraße 8;Leipzig;1076;51.330377;Normalladeeinrichtung;12.379899;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4107
Wächterstraße 13;Leipzig;1077;51.333198;Normalladeeinrichtung;12.366802;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.10.11;4107
Mozartstraße 1-5;Leipzig;1078;51.331742;Normalladeeinrichtung;12.36862;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;;;;3.7;0.0;0.0;0.0;01.04.16;4107
Mozartstraße 1-5;Leipzig;1079;51.331678;Normalladeeinrichtung;12.368279;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;;;;3.7;0.0;0.0;0.0;01.04.16;4107
Mozartstraße 1-5;Leipzig;1080;51.331598;Normalladeeinrichtung;12.367812;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;;;;3.7;0.0;0.0;0.0;01.04.16;4107
Mozartstraße 1-5;Leipzig;1081;51.331521;Normalladeeinrichtung;12.367364;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;;;;3.7;0.0;0.0;0.0;01.04.16;4107
Petersstraße 36-44;Leipzig;1082;51.3375282;Normalladeeinrichtung;12.3742305;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;4109
Friedrich-Eber Straße 51;Leipzig;1083;51.338701;Normalladeeinrichtung;12.362342;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4109
Georgiring 3;Leipzig;1084;51.340184;Normalladeeinrichtung;12.382769;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4109
Augustusplatz 7;Leipzig;1085;51.337889;Normalladeeinrichtung;12.381761;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4109
Friedrich Ebert Straße 63;Leipzig;1086;51.339545;Normalladeeinrichtung;12.361864;1;Stadtwerke Leipzig GmbH;AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.12;4109
Willmar Schwabe Straße 2-4;Leipzig;1087;51.341697;Normalladeeinrichtung;12.357864;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4109
Brühl 1;Leipzig;1088;51.343758;Normalladeeinrichtung;12.376692;1;Stadtwerke Leipzig GmbH;AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.13;4109
Jahnallee 56;Leipzig;1089;51.337952;Normalladeeinrichtung;12.339783;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4109
Brühl 1;Leipzig;1090;51.34371;Normalladeeinrichtung;12.376692;1;Stadtwerke Leipzig GmbH;AC Schuko;;;;3.7;0.0;0.0;0.0;01.01.13;4109
Martin Lutrher Ring 4-6;Leipzig;1091;51.33577;Normalladeeinrichtung;12.373184;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.12;4109
Ratsfreischulstraße 5;Leipzig;1092;51.338069;Normalladeeinrichtung;12.371162;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.05.16;4109
Dittrichring 16;Leipzig;1093;51.340876;Normalladeeinrichtung;12.371864;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.06.16;4109
Ritterstraße 28;Leipzig;1094;51.341299;Normalladeeinrichtung;12.380434;4;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;AC Schuko;22.0;3.7;22.0;3.7;01.06.16;4109
Richard Wagner Straße 10;Leipzig;1095;51.343893;Normalladeeinrichtung;12.377814;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.07.16;4109
Willy-Brandt Platz 7;Leipzig;1096;51.344946;Normalladeeinrichtung;12.379212;2;Stadtwerke Leipzig GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;20.0;22.0;0.0;0.0;28.06.17;4109
Essener Straße 27;Leipzig;1097;51.377046;Normalladeeinrichtung;12.395435;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;4129
Thaerstraße 1;Leipzig;1098;51.368274;Normalladeeinrichtung;12.386422;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4129
Blochmannstraße 59;Leipzig;1099;51.362974;Normalladeeinrichtung;12.37362;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4155
Handelsstraße 4;Leipzig;1100;51.400675;Normalladeeinrichtung;12.400294;1;Stadtwerke Leipzig GmbH;DC Kupplung Combo, DC CHAdeMO;;;;20.0;0.0;0.0;0.0;23.03.17;4156
Virchowstraße 91;Leipzig;1101;51.375483;Normalladeeinrichtung;12.378675;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4157
Hugo-Junkers-Straße 3 Pforte WEST;Leipzig;1102;51.40241;Normalladeeinrichtung;12.28257;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Hugo-Junkers-Straße 3 Pforte WEST;Leipzig;1103;51.40241;Normalladeeinrichtung;12.28257;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Hugo-Junkers-Straße 3 Pforte WEST;Leipzig;1104;51.40241;Normalladeeinrichtung;12.28257;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Porschestraße 1 Hauptpforte NORD Tor 1;Leipzig;1105;51.41088;Normalladeeinrichtung;12.29452;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Porschestraße 1 Hauptpforte NORD Tor 1;Leipzig;1106;51.41088;Normalladeeinrichtung;12.29452;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Porschestraße 1 Hauptpforte NORD Tor 1;Leipzig;1107;51.41088;Normalladeeinrichtung;12.29452;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.09.16;4158
Georg Schumann Straße 156;Leipzig;1108;51.36644;Normalladeeinrichtung;12.349901;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4159
Lindenauer Markt 19;Leipzig;1109;51.337456;Normalladeeinrichtung;12.333714;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4177
Lindenauer Markt 2;Leipzig;1110;51.3369642;Schnellladeeinrichtung;12.335467;2;Kaufland Warenhandel West-Sachsen GmbH & Co. KG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;24.01.18;4177
Hans Driesch Straße 40;Leipzig;1111;51.347594;Normalladeeinrichtung;12.313222;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4179
Ludwig Hupfeld Straße 3;Leipzig;1112;51.351696;Normalladeeinrichtung;12.300375;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;4179
Lützner Straße 125;Leipzig;1113;51.330615;Normalladeeinrichtung;12.321156;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;;;;3.7;0.0;0.0;0.0;01.06.13;4179
Lützner Straße 125;Leipzig;1114;51.331698;Normalladeeinrichtung;12.320062;1;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2, AC Schuko;;;;3.7;0.0;0.0;0.0;01.06.13;4179
Brünner Straße 12;Leipzig;1115;51.324583;Normalladeeinrichtung;12.306496;4;Stadtwerke Leipzig GmbH;AC Schuko;AC Steckdose Typ 2;AC Schuko;AC Steckdose Typ 2;3.7;22.0;3.7;22.0;01.01.14;4209
Schönauer Ring 85;Leipzig;1116;51.323001;Normalladeeinrichtung;12.287191;2;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.06.16;4209
Semmelweißstraße 12;Leipzig;1117;51.324223;Normalladeeinrichtung;12.400413;4;Stadtwerke Leipzig GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;11.0;11.0;11.0;11.0;01.06.16;4217
