ADDRESS;CITY;ENTITY_ID;LATITUDE;LOADER_TYPE;LONGITUDE;NUMBER_OF_CHARGING_POINTS;OPERATING_COMPANY;PLUG_TYPES_1;PLUG_TYPES_2;PLUG_TYPES_3;PLUG_TYPES_4;POWER_1_KW;POWER_2_KW;POWER_3_KW;POWER_4_KW;START_UP_DATE;ZIP_CODE
Uhlandstraße, Parkdeck Ebene 2;Kirchheimbolanden;5282;49.664367;Normalladeeinrichtung;8.012163;2;e-rp GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;23.10.17;67292
Fischbachweg, Parkplatz;Kirchheimbolanden;5283;49.655225;Normalladeeinrichtung;8.017395;2;e-rp GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.02.18;67292
Fischbachweg, Parkplatz;Kirchheimbolanden;5284;49.655225;Normalladeeinrichtung;8.017395;2;e-rp GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.02.18;67292
Bahnhofstraße P+R;Eisenberg;5285;49.553992;Normalladeeinrichtung;8.069096;2;KEEP GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.04.18;67304
Am Marktplatz 1-3;Göllheim;5286;49.593861;Schnellladeeinrichtung;8.053389;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;22.01.18;67307
Hauptstraße 45;Hettenleidelheim;5287;49.535904;Normalladeeinrichtung;8.070984;2;Verbandsgemeindewerke Leiningerland, Wasserversorgung;AC Steckdose Typ 2;AC Steckdose Typ 2;;;20.0;20.0;0.0;0.0;18.10.18;67310
Wormser Landstraße 94;Speyer;5288;49.331093;Schnellladeeinrichtung;8.430171;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;02.08.16;67346
Iggelheimerstraße 20;Speyer;5289;49.335729;Schnellladeeinrichtung;8.410952;2;Stadtwerke Speyer GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;22.0;0.0;0.0;01.10.16;67346
Bahnhofstraße 17;Speyer;5290;49.3195177;Schnellladeeinrichtung;8.43079899;2;Stadtwerke Speyer GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;22.0;0.0;0.0;01.07.16;67346
Landwehrstraße 33;Speyer;5291;49.339992;Normalladeeinrichtung;8.427809;2;Stadtwerke Speyer GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;17.08.17;67346
Untere Hauptstr. 114;Lustadt;5292;49.244917;Schnellladeeinrichtung;8.276917;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;06.11.17;67363
Parkplatz Manfred-Vetter-Str.;Neustadt;5293;49.355186;Normalladeeinrichtung;8.135208;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;10.08.18;67433
Europastraße 28;Neustadt;5294;49.340114;Normalladeeinrichtung;8.151353;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.01.18;67433
Europastraße 29;Neustadt;5295;49.340106;Normalladeeinrichtung;8.151469;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.01.18;67433
Adolf Kolping Straße 176;Neustadt;5296;49.3406111;Normalladeeinrichtung;8.161388889;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.06.16;67433
Julius Platz;Neustadt;5297;49.3533333;Normalladeeinrichtung;8.135;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.06.16;67433
Schlachthofstraße 60;Neustadt;5298;49.34824838;Normalladeeinrichtung;8.15502584;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.01.17;67433
Parkplatz Festwiese;Neustadt;5299;49.3545;Normalladeeinrichtung;8.146083;2;Stadtwerke Neustadt an der Weinstraße GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.07.18;67433
Weinstr. 52;Edenkoben;5300;49.279387;Schnellladeeinrichtung;8.125583;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;03.05.18;67480
A65 Raststätte Pfälzer Weinstrasse West;Edesheim;5301;49.26979;Schnellladeeinrichtung;8.151669;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;01.08.17;67483
Staatstr. 40;Edesheim;5302;49.265277;Schnellladeeinrichtung;8.133977;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;08.01.18;67483
Johannes-Damm-Str. 11;Maikammer;5303;49.302882;Normalladeeinrichtung;8.132067;2;Pfalzwerke AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;04.09.18;67487
Friedhofstraße;Kirrweiler;5304;49.30345;Normalladeeinrichtung;8.165783;2;Pfalzwerke AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.04.18;67489
Klosterstr. 16;Worms;5305;49.625468;Normalladeeinrichtung;8.36141;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.02.17;67547
Bürgerhofgasse 999;Worms;5306;49.63032;Normalladeeinrichtung;8.363546;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.12.15;67547
Marktplatz 19 a;Worms;5307;49.630258;Normalladeeinrichtung;8.360859;1;EWR AG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;29.11.16;67547
Am Bergkloster 5;Worms;5308;49.630616;Schnellladeeinrichtung;8.357087;2;EWR AG;AC Steckdose Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;06.12.16;67547
Floßhafenstraße 7;Worms;5309;49.629249;Normalladeeinrichtung;8.377478;1;EWR AG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;04.09.17;67547
Floßhafenstraße 7;Worms;5310;49.629249;Normalladeeinrichtung;8.377478;1;EWR AG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;04.09.17;67547
A61 Raststätte Wonnegau West;Worms;5311;49.6445062;Schnellladeeinrichtung;8.2902018;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;28.07.17;67547
A61 Raststätte Wonnegau Ost;Worms;5312;49.649472;Schnellladeeinrichtung;8.2935173;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;28.07.17;67547
Auf dem Sand 6;Worms;5313;49.65512;Normalladeeinrichtung;8.355094;2;Cloppenburg GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67547
Backsteinweg 15;Osthofen;5314;49.698398;Normalladeeinrichtung;8.33438;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;29.11.17;67574
Hauptstraße 39;Gimbsheim;5315;49.778473;Normalladeeinrichtung;8.375811;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.09.18;67578
Robert-Bosch-Straße 6;Monsheim;5316;49.6309;Normalladeeinrichtung;8.2005;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.05.18;67590
Auf der Weidenmühle 3;Gundersheim;5317;49.6983049;Normalladeeinrichtung;8.2034685;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.05.18;67598
Bismarckstraße 14;Kaiserslautern;5318;49.4431806;Normalladeeinrichtung;7.774825;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;18.10.17;67655
Bahnhofstraße;Kaiserslautern;5319;49.4367;Normalladeeinrichtung;7.770292;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.11.17;67655
Königsplatz;Kaiserslautern;5320;49.262489;Normalladeeinrichtung;7.453272;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;14.11.17;67655
Richard-Wagner-Straße;Kaiserslautern;5321;49.262489;Normalladeeinrichtung;7.453272;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.10.18;67655
August-Herrmann-Straße;Kaiserslautern;5322;49.263797;Normalladeeinrichtung;7.475028;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.18;67655
Willy-Brandt-Platz;Kaiserslautern;5323;49.4466139;Normalladeeinrichtung;7.76875;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.10.17;67657
Mailänder Straße;Kaiserslautern;5324;49.4539333;Normalladeeinrichtung;7.81187;2;SWK Stadtwerke Kaiserslautern Versorgungs-AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.18;67657
Daennerstraße 11;Kaiserslautern;5325;49.442161;Normalladeeinrichtung;7.811442;2;Stadtbildpflege Kaiserslautern - Eigenbetrieb der Stadt Kaiserslautern;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.09.18;67657
Daennerstraße 11;Kaiserslautern;5326;49.442205;Normalladeeinrichtung;7.811439;2;Stadtbildpflege Kaiserslautern - Eigenbetrieb der Stadt Kaiserslautern;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.09.18;67657
Daennerstraße 11;Kaiserslautern;5327;49.442231;Normalladeeinrichtung;7.811444;2;Stadtbildpflege Kaiserslautern - Eigenbetrieb der Stadt Kaiserslautern;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.09.18;67657
Blechhammerweg 50;Kaiserslautern;5328;49.4565833;Normalladeeinrichtung;7.743333;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5329;49.456414;Normalladeeinrichtung;7.743499;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5330;49.45639;Normalladeeinrichtung;7.743552;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5331;49.456381;Normalladeeinrichtung;7.743589;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5332;49.456336;Normalladeeinrichtung;7.74368;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5333;49.456293;Normalladeeinrichtung;7.743656;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Blechhammerweg 50;Kaiserslautern;5334;49.457836;Normalladeeinrichtung;7.743416;2;Stadtentwässerung Kaiserslautern AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;67659
Hohenecker Straße 16;Kaiserslautern;5335;49.433555;Normalladeeinrichtung;7.746737;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;10.11.11;67663
Opelkreisel 3;Kaiserslautern;5336;49.439434;Normalladeeinrichtung;7.7026503;2;IKEA Deutschland GmbH & Co. KG;AC Steckdose Typ 2;AC Schuko;;;22.0;22.0;0.0;0.0;13.08.15;67663
Opelkreisel 3;Kaiserslautern;5337;49.439434;Normalladeeinrichtung;7.70265;2;IKEA Deutschland GmbH & Co. KG;AC Steckdose Typ 2;AC Schuko;;;22.0;22.0;0.0;0.0;13.08.15;67663
Europastr. 2;Weilerbach;5338;49.476861;Schnellladeeinrichtung;7.638167;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;24.10.18;67685
Schlossstr.;Winnweiler;5339;49.5705;Schnellladeeinrichtung;7.853611;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;24.10.18;67722
Bahnpfad 1;Münchweiler;5340;49.550678;Normalladeeinrichtung;7.887686;2;Pfalzwerke AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.04.18;67728
Saarbrücker Str. 9;Lauterecken;5341;49.656139;Schnellladeeinrichtung;7.590722;2;Pfalzwerke AG;AC Steckdose Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;07.12.17;67742
Im Tauchental 1;Wolfstein;5342;49.583528;Schnellladeeinrichtung;7.606111;2;Pfalzwerke AG;AC Steckdose Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;07.12.17;67752
Bezirksamtstr. 8;Rockenhausen;5343;49.629778;Schnellladeeinrichtung;7.818389;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;24.10.18;67809
Gartenstr. 3;Kandel;5344;49.081146;Schnellladeeinrichtung;8.19813;2;Pfalzwerke AG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;27.04.18;67870
Luisenring 49;Mannheim;5345;49.494409;Normalladeeinrichtung;8.468098;2;MVV Energie AG;AC Steckdose Typ 2;AC Schuko;;;22.0;2.0;0.0;0.0;14.04.10;68159
N2 14;Mannheim;5346;49.485658;Normalladeeinrichtung;8.466046;2;MVV Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;10.08.16;68161
Q6;Mannheim;5347;49.486403;Normalladeeinrichtung;8.472093;1;MVV Energie AG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;01.11.16;68161
Q6;Mannheim;5348;49.486403;Normalladeeinrichtung;8.472093;1;MVV Energie AG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;01.11.16;68161
Q6;Mannheim;5349;49.486403;Normalladeeinrichtung;8.472093;1;MVV Energie AG;AC Steckdose Typ 2;;;;11.0;0.0;0.0;0.0;01.11.16;68161
Q6;Mannheim;5350;49.486403;Normalladeeinrichtung;8.472093;1;MVV Energie AG;AC Steckdose Typ 2;;;;11.0;0.0;0.0;0.0;01.11.16;68161
An der Arena 1;Mannheim;5351;49.46461;Normalladeeinrichtung;8.518592;2;MVV Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;25.09.17;68163
Friedrichsplatz 5;Mannheim;5352;49.484442;Normalladeeinrichtung;8.475889;2;MVV Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;11.0;0.0;0.0;10.08.16;68165
Theodor-Kutzer-Ufer 1;Mannheim;5353;49.489847;Normalladeeinrichtung;8.49142;2;MVV Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.12.18;68167
Frankenthaler Str. 123;Mannheim;5354;49.555786;Normalladeeinrichtung;8.444943;2;IKEA Deutschland GmbH & Co. KG;AC Kupplung Typ 2;DC CHAdeMO;;;22.0;20.0;0.0;0.0;18.12.15;68307
Frankenthaler Str. 123;Mannheim;5355;49.555786;Normalladeeinrichtung;8.629313;2;IKEA Deutschland GmbH & Co. KG;AC Kupplung Typ 2;DC CHAdeMO;;;22.0;20.0;0.0;0.0;18.12.15;68307
Rollbühlstraße 64;Mannheim;5356;49.507297;Normalladeeinrichtung;8.506389;2;MVV Energie AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.12.18;68309
Oberdorfstr. 8;Heddesheim;5357;49.504556;Normalladeeinrichtung;8.604139;2;Stadtwerke Viernheim GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;17.04.18;68542
Römerstraße 461;Lampertheim;5358;49.594523;Normalladeeinrichtung;8.466921;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;19.07.17;68623
Rathausstraße 2;Bürstadt;5359;49.642105;Normalladeeinrichtung;8.451198;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;07.12.17;68642
Darmstädter Straße 25;Biblis;5360;49.6852036;Normalladeeinrichtung;8.4522066;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.05.18;68647
Rheinstraße 14;Groß-Rohrheim;5361;49.716881;Normalladeeinrichtung;8.472947;2;EWR AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.11.17;68649
Am Festplatz 1;Plankstadt;5362;49.396112;Normalladeeinrichtung;8.591433;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;31.08.18;68723
Friedrichstr.;Plankstadt;5363;49.3912;Normalladeeinrichtung;8.59681;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;07.09.18;68723
Schubertstraße 17;Schwetzingen;5364;49.3898499;Schnellladeeinrichtung;8.5783696;1;ALDI GmbH & Co. KG Helmstadt;AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO;;;;50.0;0.0;0.0;0.0;04.09.18;68723
Bahnhofanlage 1;Schwetzingen;5365;49.38472;Normalladeeinrichtung;8.57786;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;20.11.18;68723
Kolpingstr. 11;Schwetzingen;5366;49.38017;Normalladeeinrichtung;8.57536;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;20.11.18;68723
Odenwaldring 0;Schwetzingen;5367;49.38138;Normalladeeinrichtung;8.58869;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;20.11.18;68723
Zeyher Str. 1;Schwetzingen;5368;49.38515;Normalladeeinrichtung;8.571;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;20.11.18;68723
Carl-Theodor-Straße 33;Schwetzingen;5369;49.3852715;Schnellladeeinrichtung;8.5775826;2;Kaufland Warenhandel Weiden GmbH & Co. KG;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;17.08.18;68723
BAB6, Autobahnraststätte Am Hockenheimring Ost;Hockenheim;5370;49.316991;Schnellladeeinrichtung;8.575853;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;22.12.16;68766
BAB6, Autobahnraststätte Am Hockenheimring Ost;Hockenheim;5371;49.317027;Schnellladeeinrichtung;8.575805;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo;;;43.0;50.0;0.0;0.0;22.12.16;68766
BAB6, Autobahnraststätte Am Hockenheimring West;Hockenheim;5372;49.320815;Schnellladeeinrichtung;8.567804;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo;;;43.0;50.0;0.0;0.0;22.12.16;68766
BAB6, Autobahnraststätte Am Hockenheimring West;Hockenheim;5373;49.320774;Schnellladeeinrichtung;8.567847;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;22.12.16;68766
St. Leoner See (Parkplatz);Sankt;5374;49.282417;Normalladeeinrichtung;8.584127;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.05.18;68789
St. Leoner See (Parkplatz);Sankt;5375;49.242444;Normalladeeinrichtung;8.584181;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.05.18;68789
Ecke Rathaus-/Hauptstraße;Sankt;5376;49.26729;Normalladeeinrichtung;8.615653;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.05.18;68789
Dietmar Hopp Straße 2;Sankt;5377;49.265826;Normalladeeinrichtung;8.614426;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.05.18;68789
Opelstraße 28;Sankt;5378;49.245399;Normalladeeinrichtung;8.636766;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.05.18;68789
Hockenheimer Str. 14;Reilingen;5379;49.295266;Normalladeeinrichtung;8.573869;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;19.07.18;68799
Bahnhofstraße 1;Neulußheim;5380;49.292833;Normalladeeinrichtung;8.528565;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;24.05.18;68809
St. Leoner Straße 14;Neulußheim;5381;49.293108;Normalladeeinrichtung;8.524654;2;EnBW Energie Baden-Württemberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.08.18;68809
Alte Eppelheimer Straße;Heidelberg;5382;49.406071;Normalladeeinrichtung;8.680941;2;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.01.11;69115
Da-Vinci-Straße;Heidelberg;5383;49.40296;Normalladeeinrichtung;8.6637;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;15.09.17;69115
Wieblinger Weg 24;Heidelberg;5384;49.409399;Normalladeeinrichtung;8.661824;2;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.07.18;69115
Zwingerstraße 20;Heidelberg;5385;49.410921;Normalladeeinrichtung;8.712041;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;01.04.16;69117
Zwingerstraße 20;Heidelberg;5386;49.410921;Normalladeeinrichtung;8.712041;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;01.04.16;69117
Untere Neckarstraße 2;Heidelberg;5387;49.411731;Normalladeeinrichtung;8.696741;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;01.10.12;69117
Untere Neckarstraße 2;Heidelberg;5388;49.411731;Normalladeeinrichtung;8.696741;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;01.10.12;69117
Friedrich-Ebert-Anlage 51 C;Heidelberg;5389;49.409;Normalladeeinrichtung;8.70252;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;69117
Fahrtgasse 18;Heidelberg;5390;49.4103327;Normalladeeinrichtung;8.6941757;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;69117
Sandgasse 20;Heidelberg;5391;49.4101547;Normalladeeinrichtung;8.7051643;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;25.01.17;69117
Im Neuenheimer Feld 205;Heidelberg;5392;49.418749;Normalladeeinrichtung;8.675251;2;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.07.16;69120
Brückenkopfstraße 1;Heidelberg;5393;49.413541;Normalladeeinrichtung;8.692575;2;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;30.05.18;69120
Im Neuenheimer Feld 519;Heidelberg;5394;49.42156;Normalladeeinrichtung;8.67433;1;Sparkasse Heidelberg;AC Steckdose Typ 2, AC Schuko;;;;11.0;0.0;0.0;0.0;10.05.17;69120
Hauptstr. 20;Neckargemünd;5395;49.392988;Normalladeeinrichtung;8.800113;1;Stadtwerke Heidelberg Energie GmbH;AC Steckdose Typ 2, AC Schuko;;;;22.0;0.0;0.0;0.0;01.10.16;69151
Hauptstr. 130;Wiesloch;5396;49.292841;Normalladeeinrichtung;8.6969818;1;Sparkasse Heidelberg;AC Steckdose Typ 2, AC Schuko;;;;11.0;0.0;0.0;0.0;09.12.11;69168
Hardtwald West;Sandhausen;5397;49.349933;Schnellladeeinrichtung;8.630471;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;22.07.16;69207
BAB5, Autobahnraststätte Hardtwald Ost;Sandhausen;5398;49.350934;Schnellladeeinrichtung;8.632238;2;EnBW Energie Baden-Württemberg;AC Kupplung Typ 2;DC Kupplung Combo;;;43.0;50.0;0.0;0.0;19.12.16;69207
